img,label
"[[[ 29  25  14]
  [ 28  24  13]
  [ 25  23  11]
  ...
  [ 38  18  17]
  [ 39  19  18]
  [ 39  19  18]]

 [[ 27  23  12]
  [ 26  22  11]
  [ 23  21   9]
  ...
  [ 39  19  18]
  [ 39  19  18]
  [ 39  19  18]]

 [[ 23  20  11]
  [ 22  19  10]
  [ 21  18   9]
  ...
  [ 38  20  18]
  [ 38  20  18]
  [ 38  20  18]]

 ...

 [[224 226 247]
  [127 129 150]
  [ 86  88 109]
  ...
  [241 241 243]
  [245 243 246]
  [247 245 246]]

 [[126 127 147]
  [ 89  90 110]
  [104 105 125]
  ...
  [241 242 244]
  [241 241 243]
  [245 243 246]]

 [[ 53  54  74]
  [ 68  69  89]
  [ 73  74  94]
  ...
  [248 249 251]
  [239 238 243]
  [243 241 246]]]",34
"[[[ 11  11  11]
  [ 11  11  11]
  [ 12  12  12]
  ...
  [  8   8   8]
  [ 11   9  10]
  [  9   7   8]]

 [[ 10  10  10]
  [ 11  11  11]
  [ 12  12  12]
  ...
  [  8   8   8]
  [ 11   9  10]
  [  9   7   8]]

 [[ 10  10  10]
  [ 11  11  11]
  [ 11  11  11]
  ...
  [  8   8   8]
  [ 11   9  10]
  [ 10   8   9]]

 ...

 [[208 166 124]
  [150 119  88]
  [ 39  25  14]
  ...
  [  6   0   0]
  [  5   0   0]
  [ 10   6   5]]

 [[202 160 122]
  [109  78  50]
  [ 38  27  21]
  ...
  [  5   0   0]
  [  3   2   0]
  [  6   5   3]]

 [[200 157 122]
  [ 74  42  17]
  [ 28  19  14]
  ...
  [  5   1   0]
  [  2   1   0]
  [  3   3   1]]]",118
"[[[  6   1   8]
  [  7   2   8]
  [  1   0   4]
  ...
  [ 67  58  51]
  [ 67  58  53]
  [ 67  59  56]]

 [[  6   1   8]
  [  7   2   8]
  [  8   6   9]
  ...
  [ 60  49  43]
  [ 61  52  47]
  [ 66  58  55]]

 [[  8   3   9]
  [  7   2   8]
  [  7   2   6]
  ...
  [ 59  48  42]
  [ 58  49  44]
  [ 57  49  46]]

 ...

 [[ 35  71 145]
  [ 33  70 141]
  [ 32  69 139]
  ...
  [ 17  13  12]
  [ 17  13  14]
  [ 17  13  14]]

 [[ 32  70 141]
  [ 31  69 140]
  [ 33  72 139]
  ...
  [ 16  11   8]
  [ 16  10  10]
  [ 17  11  11]]

 [[ 25  63 134]
  [ 34  73 142]
  [ 24  65 131]
  ...
  [ 17   9   7]
  [ 18  12  12]
  [ 20  14  14]]]",34
"[[[ 11   0   6]
  [ 11   0   6]
  [ 12   0   9]
  ...
  [ 20  10   9]
  [ 20  10   9]
  [ 20  10   9]]

 [[ 24   9  16]
  [ 24   9  16]
  [ 25   7  19]
  ...
  [ 81  71  70]
  [ 80  70  69]
  [ 80  70  69]]

 [[ 32   6  17]
  [ 31   5  16]
  [ 31   4  19]
  ...
  [ 78  66  66]
  [ 77  65  65]
  [ 77  65  65]]

 ...

 [[ 69  46  52]
  [ 71  48  54]
  [ 75  52  58]
  ...
  [222 189 144]
  [218 187 141]
  [222 194 147]]

 [[ 66  43  49]
  [ 69  46  52]
  [ 72  49  55]
  ...
  [216 186 136]
  [211 183 133]
  [210 184 133]]

 [[ 64  41  47]
  [ 66  43  49]
  [ 74  51  57]
  ...
  [210 183 130]
  [207 180 127]
  [207 182 128]]]",23
"[[[250 218 205]
  [253 221 208]
  [252 219 204]
  ...
  [224 120 153]
  [242 133 174]
  [233 121 167]]

 [[244 209 205]
  [247 212 206]
  [250 213 205]
  ...
  [229 128 160]
  [240 134 174]
  [234 125 167]]

 [[242 200 212]
  [237 195 205]
  [234 193 199]
  ...
  [231 132 163]
  [236 132 169]
  [231 125 165]]

 ...

 [[ 82 159 167]
  [ 58 135 141]
  [ 78 156 160]
  ...
  [ 80 153 160]
  [ 72 143 145]
  [ 59 131 130]]

 [[ 85 164 169]
  [ 55 133 135]
  [ 64 140 136]
  ...
  [ 59 128 133]
  [ 58 132 133]
  [ 50 129 126]]

 [[ 35 114 118]
  [ 50 128 128]
  [ 79 156 150]
  ...
  [ 84 152 155]
  [ 52 128 126]
  [ 57 137 134]]]",25
"[[[254 244 232]
  [254 244 232]
  [255 246 231]
  ...
  [254 238 238]
  [254 238 238]
  [253 237 237]]

 [[254 244 232]
  [254 244 232]
  [255 246 231]
  ...
  [254 238 238]
  [253 237 237]
  [253 237 237]]

 [[253 244 229]
  [254 245 230]
  [255 246 231]
  ...
  [254 238 238]
  [253 237 237]
  [253 237 237]]

 ...

 [[ 52  50  51]
  [ 53  51  52]
  [ 52  50  53]
  ...
  [ 51  36  31]
  [ 48  37  35]
  [ 44  34  32]]

 [[ 54  50  51]
  [ 54  50  51]
  [ 52  50  51]
  ...
  [ 54  35  28]
  [ 59  44  39]
  [ 48  33  30]]

 [[ 54  50  51]
  [ 54  50  51]
  [ 52  50  51]
  ...
  [ 63  44  37]
  [ 54  35  29]
  [ 55  37  33]]]",32
"[[[128 142 145]
  [129 143 146]
  [130 144 145]
  ...
  [163 178 183]
  [163 178 185]
  [164 179 186]]

 [[129 143 146]
  [130 144 147]
  [131 145 146]
  ...
  [162 177 182]
  [163 178 185]
  [163 178 185]]

 [[132 143 145]
  [133 144 146]
  [132 146 147]
  ...
  [162 177 182]
  [163 178 183]
  [163 178 183]]

 ...

 [[ 58  41  25]
  [ 66  47  30]
  [ 99  78  61]
  ...
  [133  94  79]
  [159 122 113]
  [ 60  27  18]]

 [[ 88  65  49]
  [130 107  89]
  [156 130 113]
  ...
  [128  86  72]
  [148 115 108]
  [ 50  22  18]]

 [[159 133 116]
  [157 131 114]
  [162 133 117]
  ...
  [136  94  78]
  [142 111 106]
  [ 44  20  18]]]",57
"[[[211 233 247]
  [211 233 247]
  [212 233 252]
  ...
  [219 238 253]
  [215 236 253]
  [214 235 254]]

 [[211 230 245]
  [209 230 247]
  [209 230 249]
  ...
  [218 236 248]
  [214 232 246]
  [219 236 252]]

 [[209 226 244]
  [208 227 244]
  [208 226 246]
  ...
  [216 229 238]
  [223 236 244]
  [221 234 242]]

 ...

 [[ 24  28  57]
  [ 25  29  56]
  [ 25  29  54]
  ...
  [ 73  76 107]
  [ 77  81 110]
  [ 82  86 115]]

 [[ 33  34  65]
  [ 33  34  64]
  [ 31  35  60]
  ...
  [ 73  77 106]
  [ 76  80 107]
  [ 84  88 115]]

 [[ 43  44  75]
  [ 42  43  73]
  [ 40  44  71]
  ...
  [ 74  75 103]
  [ 77  81 108]
  [ 85  89 116]]]",46
"[[[ 14  27  82]
  [ 17  30  75]
  [ 18  27  58]
  ...
  [152 168 158]
  [154 167 157]
  [154 167 157]]

 [[ 18  28  87]
  [ 16  26  75]
  [ 12  21  52]
  ...
  [151 167 157]
  [153 166 156]
  [153 166 156]]

 [[ 18  26  89]
  [ 15  25  78]
  [  9  18  51]
  ...
  [151 167 157]
  [153 166 156]
  [153 166 156]]

 ...

 [[203 212 211]
  [208 217 216]
  [206 211 214]
  ...
  [103 106  87]
  [105 106  88]
  [109 111  90]]

 [[207 216 213]
  [208 217 214]
  [207 213 213]
  ...
  [102 105  86]
  [104 105  87]
  [110 109  89]]

 [[206 215 212]
  [203 212 209]
  [205 211 211]
  ...
  [101 104  85]
  [106 105  87]
  [110 109  89]]]",57
"[[[ 18  17  22]
  [ 16  15  20]
  [ 12  12  14]
  ...
  [ 13  12  10]
  [ 11  10   8]
  [ 11  10   8]]

 [[ 19  19  21]
  [ 14  14  16]
  [ 10  10  10]
  ...
  [ 12  11   9]
  [ 10   9   7]
  [ 10   9   7]]

 [[ 13  13  11]
  [  8   8   6]
  [  8   7   5]
  ...
  [ 12  11   9]
  [ 11  10   8]
  [ 10   9   7]]

 ...

 [[168 136 123]
  [199 167 152]
  [215 179 167]
  ...
  [174 171 180]
  [131 129 140]
  [ 86  84  95]]

 [[135 105  94]
  [177 145 132]
  [194 157 148]
  ...
  [113 110 119]
  [101  99 110]
  [202 200 211]]

 [[126  98  86]
  [134 104  93]
  [157 120 111]
  ...
  [131 128 135]
  [174 172 183]
  [109 107 118]]]",51
"[[[ 97  98  93]
  [ 98  99  94]
  [100 101  95]
  ...
  [250 248 251]
  [250 248 253]
  [250 248 253]]

 [[ 96  97  92]
  [ 97  98  93]
  [ 98  99  94]
  ...
  [250 248 251]
  [250 248 251]
  [250 248 251]]

 [[ 98  97  95]
  [101 100  98]
  [ 98  98  96]
  ...
  [249 249 249]
  [249 249 249]
  [249 249 249]]

 ...

 [[126 146 153]
  [127 147 154]
  [130 151 156]
  ...
  [182 198 213]
  [169 185 200]
  [177 193 206]]

 [[156 178 189]
  [159 181 192]
  [162 185 193]
  ...
  [151 168 184]
  [168 184 199]
  [121 137 152]]

 [[191 213 226]
  [196 218 231]
  [199 221 232]
  ...
  [145 162 178]
  [118 134 150]
  [163 179 194]]]",20
"[[[249 247 250]
  [250 248 251]
  [250 248 251]
  ...
  [234 236 235]
  [236 238 237]
  [245 247 246]]

 [[249 247 250]
  [249 247 250]
  [250 248 251]
  ...
  [230 232 231]
  [235 237 236]
  [241 243 242]]

 [[247 247 249]
  [247 247 249]
  [248 248 250]
  ...
  [240 240 240]
  [241 241 241]
  [246 246 246]]

 ...

 [[ 28  24  23]
  [ 23  19  18]
  [ 25  21  20]
  ...
  [ 94  76  62]
  [ 95  76  62]
  [ 91  72  58]]

 [[ 23  19  18]
  [ 27  23  22]
  [ 26  22  21]
  ...
  [103  77  60]
  [ 97  70  53]
  [ 90  63  46]]

 [[ 25  21  20]
  [ 26  22  21]
  [ 28  24  23]
  ...
  [ 96  69  50]
  [ 95  64  46]
  [104  73  55]]]",59
"[[[ 15  16  18]
  [ 17  18  20]
  [ 22  24  23]
  ...
  [  2   6   9]
  [  5   5   7]
  [  5   5   5]]

 [[ 15  16  18]
  [ 18  19  21]
  [ 29  31  30]
  ...
  [  1   2   6]
  [  2   2   4]
  [  2   2   2]]

 [[ 16  18  17]
  [ 18  20  19]
  [ 35  37  36]
  ...
  [  3   4   8]
  [  4   4   6]
  [  6   6   6]]

 ...

 [[ 32  31  27]
  [112 111 107]
  [119 118 116]
  ...
  [218 173 134]
  [245 205 180]
  [243 208 189]]

 [[ 35  31  28]
  [113 109 106]
  [128 124 121]
  ...
  [137  94  51]
  [244 198 172]
  [250 204 188]]

 [[ 35  31  28]
  [103  99  96]
  [128 124 121]
  ...
  [105  65  16]
  [206 159 133]
  [253 202 185]]]",93
"[[[249 255 131]
  [250 255 132]
  [248 252 132]
  ...
  [249 251 238]
  [249 253 238]
  [248 252 237]]

 [[247 253 119]
  [248 254 122]
  [247 250 121]
  ...
  [251 253 242]
  [252 255 242]
  [253 255 243]]

 [[247 252 100]
  [250 255 103]
  [254 255 108]
  ...
  [249 252 243]
  [252 253 245]
  [253 254 246]]

 ...

 [[253 253 253]
  [254 254 254]
  [255 255 255]
  ...
  [253 253 253]
  [254 252 253]
  [254 252 253]]

 [[253 253 253]
  [254 254 254]
  [255 255 255]
  ...
  [254 254 254]
  [255 253 254]
  [255 253 254]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [255 255 255]
  [255 254 255]
  [255 254 255]]]",17
"[[[ 3  1  2]
  [ 3  1  2]
  [ 2  0  1]
  ...
  [ 6  6  8]
  [10  4  6]
  [ 9  0  3]]

 [[ 6  4  5]
  [ 5  3  4]
  [ 4  2  3]
  ...
  [ 7  7  7]
  [10  6  7]
  [ 9  3  5]]

 [[ 6  6  6]
  [ 5  5  5]
  [ 4  4  4]
  ...
  [ 9  9  9]
  [13  9 10]
  [11  7  6]]

 ...

 [[15 14 12]
  [13 12 10]
  [17 16 14]
  ...
  [10  8  9]
  [ 3  1  2]
  [ 2  0  1]]

 [[15 14 12]
  [15 14 12]
  [17 16 14]
  ...
  [11  9 10]
  [ 2  2  2]
  [ 2  2  2]]

 [[16 15 13]
  [16 15 13]
  [18 17 15]
  ...
  [10  8  9]
  [ 2  2  2]
  [ 4  4  4]]]",41
"[[[115  56  50]
  [ 95  40  35]
  [ 87  36  33]
  ...
  [ 43  45  21]
  [ 68  73  50]
  [ 75  83  59]]

 [[108  53  50]
  [ 89  38  35]
  [ 83  39  38]
  ...
  [ 35  37  15]
  [ 85  88  67]
  [ 78  83  61]]

 [[ 99  53  53]
  [ 68  28  28]
  [ 58  28  30]
  ...
  [ 35  36  18]
  [ 32  33  17]
  [ 33  35  21]]

 ...

 [[143 121 108]
  [ 53  33  22]
  [ 47  28  21]
  ...
  [187 146 124]
  [204 161 144]
  [209 163 147]]

 [[136 113  97]
  [ 48  26  12]
  [ 47  29  19]
  ...
  [178 137 115]
  [200 157 140]
  [205 162 145]]

 [[131 108  90]
  [ 51  30  13]
  [ 53  35  23]
  ...
  [182 141 119]
  [199 156 139]
  [201 158 141]]]",88
"[[[ 38  38  46]
  [ 39  39  47]
  [ 43  40  47]
  ...
  [ 44  38  40]
  [ 46  41  47]
  [ 39  37  42]]

 [[ 39  39  47]
  [ 40  39  47]
  [ 43  40  47]
  ...
  [ 48  39  42]
  [ 46  40  44]
  [ 43  38  42]]

 [[ 40  39  47]
  [ 41  40  48]
  [ 43  40  47]
  ...
  [ 58  48  49]
  [ 66  57  60]
  [ 52  46  48]]

 ...

 [[ 86  55   0]
  [187 158  82]
  [231 203 103]
  ...
  [255 221  55]
  [255 223  54]
  [255 222  48]]

 [[196 158  75]
  [234 198 101]
  [238 207  82]
  ...
  [251 216  54]
  [253 219  59]
  [251 217  57]]

 [[238 195 101]
  [251 210 102]
  [242 209  70]
  ...
  [246 213  50]
  [250 215  61]
  [248 215  62]]]",46
"[[[189 194 198]
  [188 193 197]
  [188 193 197]
  ...
  [198 204 204]
  [199 203 204]
  [198 202 203]]

 [[189 194 198]
  [189 194 198]
  [188 193 197]
  ...
  [198 204 204]
  [199 203 204]
  [199 203 204]]

 [[188 196 199]
  [188 196 199]
  [189 194 198]
  ...
  [199 205 205]
  [199 205 205]
  [198 204 204]]

 ...

 [[  4   4   6]
  [  5   5   5]
  [  8   8   6]
  ...
  [234 232 217]
  [241 240 222]
  [242 239 222]]

 [[  2   4   3]
  [  9  11  10]
  [  9   9   7]
  ...
  [233 234 216]
  [232 231 211]
  [243 242 221]]

 [[  5   7   6]
  [  6   8   7]
  [ 17  17  15]
  ...
  [239 242 221]
  [234 233 212]
  [240 240 216]]]",51
"[[[155  94  40]
  [155  94  40]
  [152  92  40]
  ...
  [146  94  44]
  [150  95  39]
  [154  98  41]]

 [[152  90  39]
  [151  89  38]
  [148  88  36]
  ...
  [146  93  41]
  [148  93  37]
  [153  97  40]]

 [[151  91  41]
  [147  87  37]
  [145  85  35]
  ...
  [149  93  42]
  [150  93  38]
  [153  97  40]]

 ...

 [[ 87  59  84]
  [ 41  17  41]
  [ 50  30  55]
  ...
  [  6   4   7]
  [  5   3   8]
  [  7   5  10]]

 [[ 68  38  64]
  [ 70  44  69]
  [ 27   7  32]
  ...
  [  3   3   1]
  [  0   1   3]
  [  3   4   8]]

 [[ 93  63  89]
  [ 56  30  55]
  [ 44  24  49]
  ...
  [  2   4   0]
  [  0   4   5]
  [  0   3   6]]]",51
"[[[120  95  73]
  [124  96  74]
  [128  93  73]
  ...
  [135 118 108]
  [139 119 108]
  [137 118 104]]

 [[121  94  73]
  [124  96  74]
  [129  94  72]
  ...
  [133 116 106]
  [137 117 106]
  [135 116 102]]

 [[121  93  71]
  [125  94  73]
  [128  93  71]
  ...
  [131 114 104]
  [133 113 102]
  [133 113 102]]

 ...

 [[ 24  24  24]
  [ 24  24  24]
  [ 24  24  24]
  ...
  [105  92  84]
  [114  87  78]
  [120  87  78]]

 [[ 24  24  24]
  [ 23  23  23]
  [ 23  23  23]
  ...
  [ 98  84  75]
  [127  99  87]
  [132  99  84]]

 [[ 24  24  24]
  [ 23  23  23]
  [ 22  22  22]
  ...
  [ 60  46  37]
  [125  97  83]
  [136 100  84]]]",13
"[[[154 151 144]
  [153 150 143]
  [162 161 156]
  ...
  [191 191 193]
  [190 189 194]
  [195 194 199]]

 [[153 150 143]
  [157 154 147]
  [158 157 152]
  ...
  [193 193 195]
  [192 191 196]
  [197 196 201]]

 [[100  97  90]
  [154 151 144]
  [159 158 153]
  ...
  [193 193 195]
  [192 192 194]
  [196 196 198]]

 ...

 [[158 121  95]
  [171 124 104]
  [165  98  89]
  ...
  [ 66  44  31]
  [ 58  36  25]
  [ 50  30  19]]

 [[186 121  99]
  [177 106  88]
  [185  94  89]
  ...
  [206 158 138]
  [201 153 133]
  [191 143 123]]

 [[177 101  78]
  [223 137 122]
  [201  99  95]
  ...
  [205 143 120]
  [204 139 117]
  [201 136 114]]]",38
"[[[249 255 248]
  [244 250 240]
  [243 246 235]
  ...
  [251 254 245]
  [249 255 245]
  [249 255 243]]

 [[245 250 243]
  [242 248 238]
  [246 248 237]
  ...
  [251 254 247]
  [251 254 245]
  [249 255 245]]

 [[246 249 242]
  [245 246 238]
  [247 247 235]
  ...
  [251 253 248]
  [251 253 248]
  [251 253 248]]

 ...

 [[218 211 183]
  [233 226 198]
  [234 219 198]
  ...
  [ 26  22  19]
  [ 22  24  21]
  [ 16  22  18]]

 [[216 211 181]
  [225 220 191]
  [231 218 199]
  ...
  [ 16  14  15]
  [ 10  15  11]
  [  8  18  10]]

 [[206 203 170]
  [228 223 194]
  [230 219 201]
  ...
  [ 11   9  10]
  [ 10  15  11]
  [  9  19  11]]]",48
"[[[250 245 252]
  [251 246 253]
  [249 244 251]
  ...
  [246 246 246]
  [245 247 246]
  [245 247 246]]

 [[253 251 255]
  [254 252 255]
  [253 251 255]
  ...
  [251 253 252]
  [251 253 252]
  [251 253 252]]

 [[253 255 252]
  [252 254 251]
  [253 255 252]
  ...
  [248 252 251]
  [248 252 251]
  [248 252 251]]

 ...

 [[ 47  27  18]
  [ 66  39  30]
  [113  77  65]
  ...
  [194 132 117]
  [231 170 152]
  [210 149 130]]

 [[ 55  32  24]
  [ 74  47  38]
  [132  94  83]
  ...
  [209 150 134]
  [228 169 151]
  [211 152 134]]

 [[ 52  29  21]
  [ 83  54  46]
  [154 116 105]
  ...
  [222 163 147]
  [213 156 139]
  [194 137 118]]]",20
"[[[ 33  28  35]
  [ 31  28  35]
  [ 33  31  36]
  ...
  [ 55  41  54]
  [ 53  41  53]
  [ 53  41  53]]

 [[ 35  30  37]
  [ 32  29  36]
  [ 31  30  35]
  ...
  [ 59  43  56]
  [ 56  42  57]
  [ 56  42  55]]

 [[ 33  30  37]
  [ 30  29  35]
  [ 33  32  37]
  ...
  [ 65  44  61]
  [ 64  43  62]
  [ 64  43  60]]

 ...

 [[ 70  60  58]
  [ 15   4   2]
  [ 17   3   0]
  ...
  [167 137 127]
  [168 135 130]
  [173 138 136]]

 [[ 84  74  72]
  [ 33  22  20]
  [ 12   0   0]
  ...
  [171 136 130]
  [178 141 135]
  [183 143 141]]

 [[ 86  76  74]
  [ 61  50  48]
  [ 19   5   2]
  ...
  [184 147 141]
  [185 146 141]
  [183 142 138]]]",23
"[[[160 134 101]
  [176 152 118]
  [231 207 173]
  ...
  [145 136 107]
  [132 123  92]
  [114 105  74]]

 [[151 118  87]
  [153 120  87]
  [160 129  98]
  ...
  [146 137 108]
  [134 125  94]
  [116 107  76]]

 [[156 109  81]
  [161 116  85]
  [157 112  83]
  ...
  [146 139 110]
  [135 129  97]
  [117 111  79]]

 ...

 [[ 62  64  63]
  [ 61  63  62]
  [ 64  64  64]
  ...
  [ 31  32  27]
  [ 33  32  28]
  [ 33  32  28]]

 [[ 44  45  47]
  [ 42  42  44]
  [ 46  44  45]
  ...
  [ 28  29  24]
  [ 32  31  27]
  [ 37  36  32]]

 [[ 27  28  32]
  [ 28  28  30]
  [ 25  23  26]
  ...
  [ 30  31  26]
  [ 31  30  26]
  [ 32  31  27]]]",15
"[[[ 54  55  50]
  [ 54  55  50]
  [ 53  53  51]
  ...
  [ 46  42  41]
  [ 46  42  41]
  [ 45  41  40]]

 [[ 54  55  50]
  [ 54  55  50]
  [ 51  51  49]
  ...
  [ 46  42  41]
  [ 46  42  41]
  [ 45  41  40]]

 [[ 56  55  53]
  [ 54  53  51]
  [ 51  50  48]
  ...
  [ 46  42  41]
  [ 46  42  41]
  [ 46  42  41]]

 ...

 [[119 147 210]
  [124 154 214]
  [117 149 208]
  ...
  [164 175 195]
  [167 175 198]
  [180 191 213]]

 [[107 142 196]
  [113 146 199]
  [115 146 200]
  ...
  [192 196 197]
  [177 178 182]
  [176 179 184]]

 [[ 69 107 156]
  [ 62  98 148]
  [ 97 127 179]
  ...
  [211 211 203]
  [186 185 180]
  [173 172 168]]]",121
"[[[222 221 226]
  [223 222 227]
  [223 222 227]
  ...
  [219 218 223]
  [219 217 220]
  [218 216 219]]

 [[223 222 227]
  [223 222 227]
  [224 223 228]
  ...
  [219 218 223]
  [219 217 220]
  [219 217 220]]

 [[223 222 227]
  [223 222 227]
  [223 222 227]
  ...
  [219 218 223]
  [218 218 220]
  [218 218 220]]

 ...

 [[166 150 135]
  [165 148 132]
  [160 139 118]
  ...
  [224 223 229]
  [223 224 228]
  [224 225 229]]

 [[154 140 127]
  [150 134 118]
  [148 127 106]
  ...
  [225 224 230]
  [224 225 230]
  [224 225 230]]

 [[123 111  97]
  [161 148 131]
  [150 129 108]
  ...
  [227 226 232]
  [226 225 231]
  [223 224 229]]]",24
"[[[114 109 105]
  [112 107 103]
  [110 105 101]
  ...
  [247 232 235]
  [237 225 229]
  [169 157 161]]

 [[106 101  97]
  [105 100  96]
  [103  98  94]
  ...
  [250 235 238]
  [245 233 237]
  [190 178 182]]

 [[104  96  93]
  [103  95  92]
  [101  93  90]
  ...
  [245 233 235]
  [247 235 237]
  [209 197 199]]

 ...

 [[122  90  65]
  [110  80  56]
  [138 112  89]
  ...
  [230 227 248]
  [237 232 252]
  [237 232 252]]

 [[ 99  66  35]
  [ 79  48  19]
  [ 85  58  31]
  ...
  [233 230 251]
  [237 232 252]
  [236 228 249]]

 [[111  78  45]
  [123  92  61]
  [ 96  69  40]
  ...
  [234 231 252]
  [239 231 254]
  [235 227 248]]]",65
"[[[188 184 172]
  [188 184 172]
  [188 184 172]
  ...
  [206 207 202]
  [206 207 202]
  [207 208 203]]

 [[188 184 172]
  [188 184 172]
  [188 184 172]
  ...
  [206 207 202]
  [207 208 203]
  [207 208 203]]

 [[188 184 172]
  [188 184 172]
  [188 184 172]
  ...
  [207 208 203]
  [207 208 203]
  [207 208 203]]

 ...

 [[ 49  21  33]
  [ 28   5  15]
  [ 22   7  14]
  ...
  [ 19  35  58]
  [ 14  29  52]
  [  7  22  43]]

 [[163 106 125]
  [120  72  88]
  [ 40   7  18]
  ...
  [ 22  38  63]
  [ 17  31  58]
  [  8  22  49]]

 [[152  80 104]
  [147  85 106]
  [151 107 122]
  ...
  [ 20  37  63]
  [ 19  33  62]
  [ 14  27  59]]]",53
"[[[102 105  98]
  [102 105  98]
  [103 106  99]
  ...
  [100 105  98]
  [100 105  98]
  [100 105  98]]

 [[103 106  99]
  [103 106  99]
  [103 106  99]
  ...
  [101 106  99]
  [100 105  98]
  [100 105  98]]

 [[104 107 100]
  [104 107 100]
  [104 107 100]
  ...
  [104 107 100]
  [103 106  99]
  [102 105  98]]

 ...

 [[111 134 148]
  [ 99 122 136]
  [ 69  92 106]
  ...
  [108 135 146]
  [109 135 148]
  [111 137 152]]

 [[ 91 117 132]
  [ 79 105 120]
  [ 59  85 100]
  ...
  [118 140 153]
  [117 137 148]
  [123 143 154]]

 [[ 83 109 124]
  [ 52  78  93]
  [ 84 110 125]
  ...
  [124 144 155]
  [123 139 152]
  [126 143 153]]]",23
"[[[227 218 209]
  [226 217 208]
  [228 218 209]
  ...
  [151 139 141]
  [148 136 138]
  [144 132 134]]

 [[230 221 212]
  [227 218 209]
  [229 219 210]
  ...
  [166 151 154]
  [146 131 134]
  [113  98 101]]

 [[232 222 213]
  [228 218 209]
  [228 218 209]
  ...
  [192 176 177]
  [150 131 135]
  [ 43  24  28]]

 ...

 [[217 206 200]
  [216 205 201]
  [215 204 202]
  ...
  [145 158 174]
  [151 167 182]
  [148 164 179]]

 [[216 205 201]
  [216 205 201]
  [215 204 202]
  ...
  [142 159 175]
  [140 159 174]
  [142 164 178]]

 [[216 205 201]
  [215 204 200]
  [214 203 201]
  ...
  [136 155 172]
  [132 153 170]
  [140 163 179]]]",65
"[[[135 145 144]
  [141 152 148]
  [140 151 147]
  ...
  [167 179 175]
  [151 167 157]
  [158 176 164]]

 [[135 145 144]
  [141 151 150]
  [140 151 147]
  ...
  [167 179 177]
  [153 168 163]
  [160 177 169]]

 [[136 146 147]
  [142 152 151]
  [140 151 147]
  ...
  [162 176 179]
  [151 167 167]
  [157 173 173]]

 ...

 [[ 77  66  82]
  [ 81  70  86]
  [ 83  72  88]
  ...
  [102 114 128]
  [ 90  97 113]
  [120 126 142]]

 [[ 79  66  84]
  [ 80  67  85]
  [ 81  68  86]
  ...
  [112 120 139]
  [121 127 141]
  [149 153 164]]

 [[ 80  67  85]
  [ 78  65  83]
  [ 77  64  82]
  ...
  [ 66  74  95]
  [ 95  98 113]
  [129 132 141]]]",18
"[[[ 18  16  37]
  [ 17  15  36]
  [ 17  15  36]
  ...
  [ 16  13  32]
  [ 16  13  32]
  [ 16  13  32]]

 [[ 17  15  36]
  [ 17  15  36]
  [ 17  15  36]
  ...
  [ 16  13  32]
  [ 16  13  32]
  [ 16  13  32]]

 [[ 17  15  36]
  [ 17  15  36]
  [ 17  15  36]
  ...
  [ 15  12  31]
  [ 15  12  31]
  [ 16  13  32]]

 ...

 [[ 94  68  71]
  [112  87  90]
  [123 102 107]
  ...
  [ 94  63  69]
  [ 86  53  60]
  [ 95  62  69]]

 [[ 77  48  50]
  [ 83  57  60]
  [ 90  67  73]
  ...
  [ 82  51  57]
  [107  74  81]
  [129  94 101]]

 [[ 93  64  66]
  [ 79  53  56]
  [ 78  56  59]
  ...
  [124  93  99]
  [140 105 112]
  [134  99 106]]]",113
"[[[133  36  19]
  [109  19   8]
  [ 84  10   7]
  ...
  [ 70   9   6]
  [ 75   7   6]
  [ 70   0   0]]

 [[158  57  39]
  [124  32  17]
  [ 88  13   8]
  ...
  [ 71   8   3]
  [ 78   7   5]
  [ 83   7   7]]

 [[163  52  32]
  [140  40  24]
  [105  27  15]
  ...
  [ 71   4   0]
  [ 77   0   0]
  [ 85   1   0]]

 ...

 [[ 76  51  73]
  [ 84  61  81]
  [ 95  72  90]
  ...
  [ 52  25  40]
  [ 59  28  46]
  [ 96  61  81]]

 [[ 66  39  56]
  [100  76  92]
  [115  91 104]
  ...
  [ 40   9  14]
  [ 52  14  25]
  [ 72  32  43]]

 [[ 63  36  51]
  [ 70  44  57]
  [138 115 125]
  ...
  [ 37   5   6]
  [ 46   5  11]
  [ 58  15  24]]]",108
"[[[149 143 131]
  [147 143 131]
  [148 144 135]
  ...
  [115 127 125]
  [116 128 124]
  [118 130 126]]

 [[152 146 134]
  [149 145 134]
  [150 146 137]
  ...
  [117 129 127]
  [116 128 124]
  [116 128 124]]

 [[155 148 138]
  [152 148 137]
  [153 149 140]
  ...
  [117 129 127]
  [114 126 124]
  [113 125 123]]

 ...

 [[143  71  46]
  [131  61  35]
  [137  67  42]
  ...
  [ 50  18   5]
  [ 55  28  21]
  [ 49  24  19]]

 [[137  66  38]
  [138  69  40]
  [134  64  38]
  ...
  [ 65  23   9]
  [ 70  33  25]
  [ 69  36  31]]

 [[142  71  43]
  [135  66  37]
  [135  65  39]
  ...
  [124  78  62]
  [ 95  55  47]
  [ 72  35  29]]]",72
